pancake0_location, poundcake0_location, wine0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, open_kitchencabinet133, kitchen, walktowards_bedroom185, kitchen, kitchentableplateplate
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, grab_wine333, kitchen, walktowards_bedroom185, kitchen, bookbookfridgeplate
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, close_kitchencabinet133, kitchen, walktowards_poundcake336, bedroom, bookbookfridgeplate
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_poundcake336, bedroom, bookbook
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_poundcake336, bedroom, None
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_poundcake336, bedroom, bookwaterglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, grab_poundcake336, bedroom, bookcoffeetablepoundcakewaterglass
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, open_fridge149, kitchen, walktowards_kitchen50, bedroom, bookcoffeetablepoundcakewaterglass
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, in_agentHandsA, OPEN, CLOSED, OFF, putin_wine_fridge, kitchen, walktowards_kitchen50, bedroom, poundcake
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchen50, bedroom, bookbookpoundcake
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchen50, bedroom, bookbookfridgeplatepoundcakewine
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_cabinet222, bedroom, putin_poundcake_fridge, kitchen, bookbookfridgeplatepoundcakewine
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_cabinet222, bedroom, walktowards_bedroom185, kitchen, bookbookfridgeplatepoundcakewine
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_cabinet222, bedroom, walktowards_cabinet222, bedroom, bookbookfridgeplatepoundcakewine
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, open_cabinet222, bedroom, walktowards_cabinet222, bedroom, bookbookplateplate
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_pancake335, bedroom, walktowards_pancake335, bedroom, bookbookplateplate
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_pancake335, bedroom, grab_pancake335, bedroom, bookbookcabinetpancakeplateplatepudding
in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookbookcabinetpancakeplateplatepudding
in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookbookpancakeplateplate
in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookbookfridgepancakeplatepoundcakewine
in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, close_cabinet222, bedroom, putin_pancake_fridge, kitchen, bookfridgepancakepoundcakewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, bedroom, null, kitchen, bookfridgepancakepoundcakewine
