juice0_location, poundcake0_location, pudding0_location, apple0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, in_agentHandsB, CLOSED, CLOSED, OFF, open_fridge149, kitchen, open_fridge149, kitchen, applefridgekitchentableplatepuddingwine
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, in_agentHandsB, OPEN, CLOSED, OFF, putin_pudding_fridge, kitchen, putin_apple_fridge, kitchen, applefridgekitchentableplatepuddingwine
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_dishwasher152, kitchen, applefridgekitchentableplatepudding
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_dishwasher152, kitchen, kitchentableplatewine
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_dishwasher152, kitchen, kitchentableplatewine
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, open_kitchencabinet133, kitchen, walktowards_dishwasher152, kitchen, juicekitchencabinetkitchentableplate
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_juice333, kitchen, open_dishwasher152, kitchen, coffeepotcupcakedishwasherjuicekitchencabinetplatepoundcake
in_agentHandsA, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, OPEN, OFF, close_kitchencabinet133, kitchen, grab_poundcake334, kitchen, coffeepotcupcakedishwasherjuicekitchencabinetplatepoundcake
in_agentHandsA, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, OPEN, OFF, walktowards_fridge149, kitchen, close_dishwasher152, kitchen, coffeepotcupcakedishwasherjuicekitchencabinetplatepoundcake
in_agentHandsA, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_fridge149, kitchen, coffeepotcupcakedishwasherjuicekitchencabinetplatepoundcake
in_agentHandsA, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_fridge149, kitchen, cupcakedishwasherjuicekitchencabinetplatepoundcake
in_agentHandsA, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_fridge149, kitchen, juicekitchencabinetkitchentablepoundcake
in_agentHandsA, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, putin_juice_fridge, kitchen, walktowards_fridge149, kitchen, juicekitchentableplatepoundcakewine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, applejuicekitchentableplatepoundcakepuddingwine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, putin_poundcake_fridge, kitchen, applefridgejuicekitchentableplatepoundcakepudding
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, null, kitchen, applefridgejuicekitchentableplatepoundcakepudding
