juice0_location, poundcake0_location, pudding0_location, apple0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, grab_poundcake334, kitchen, coffeepotcupcakedishwasherplatepoundcake
INSIDE_kitchen_INSIDE_kitchencabinet, in_agentHandsB, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_fridge149, kitchen, coffeepotcupcakedishwasherjuicekitchencabinetplatepoundcakepudding
INSIDE_kitchen_INSIDE_kitchencabinet, in_agentHandsB, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, open_kitchencabinet133, kitchen, walktowards_fridge149, kitchen, cupcakedishwasherjuicekitchencabinetplatepoundcakepudding
INSIDE_kitchen_INSIDE_kitchencabinet, in_agentHandsB, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, grab_juice333, kitchen, walktowards_fridge149, kitchen, juicekitchencabinetpoundcakepudding
in_agentHandsA, in_agentHandsB, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, close_kitchencabinet133, kitchen, walktowards_fridge149, kitchen, applekitchentableplatepoundcakewine
in_agentHandsA, in_agentHandsB, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, open_fridge149, kitchen, fridgekitchentableplatepoundcake
in_agentHandsA, in_agentHandsB, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, open_fridge149, kitchen, fridgekitchentableplatepoundcake
in_agentHandsA, in_agentHandsB, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, putin_poundcake_fridge, kitchen, fridgekitchentablepoundcake
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_apple337, kitchen, fridgekitchentablepoundcake
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, grab_apple337, kitchen, applefridgejuicekitchentableplatepoundcakewine
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, in_agentHandsB, OPEN, CLOSED, OFF, putin_juice_fridge, kitchen, walktowards_fridge149, kitchen, applebookkitchentableplatewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, in_agentHandsB, OPEN, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_fridge149, kitchen, applekitchentableplatewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, in_agentHandsB, OPEN, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, putin_apple_fridge, kitchen, applefridgejuicekitchentableplatepoundcakewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_kitchencabinet133, kitchen, applefridgejuicekitchentablepoundcake
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, open_kitchencabinet133, kitchen, walktowards_kitchencabinet133, kitchen, kitchentableplatewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, open_kitchencabinet133, kitchen, open_kitchencabinet133, kitchen, kitchencabinetpudding
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_pudding336, kitchen, grab_pudding336, kitchen, coffeepotcupcakedishwasherkitchencabinetplatepudding
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, close_kitchencabinet133, kitchen, coffeepotcupcakedishwasherkitchencabinetplatepudding
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, coffeepotcupcakedishwasherkitchencabinetplatepudding
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, kitchencabinetpudding
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, kitchentablepudding
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, putin_pudding_fridge, kitchen, applefridgejuicekitchentableplatepoundcakepuddingwine
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, null, kitchen, applefridgejuicekitchentablepoundcakepudding
