cupcake0_location, wine0_location, apple0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_wine337, bedroom, bookbook
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_kitchen50, bedroom, None
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_kitchen50, bedroom, bookbook
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, open_fridge149, kitchen, walktowards_kitchen50, bedroom, bookbookfridgeplate
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, OPEN, CLOSED, OFF, putin_apple_fridge, kitchen, walktowards_cupcake332, kitchen, bookbookfridgeplate
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_cupcake332, kitchen, walktowards_cupcake332, kitchen, applebookbookfridgeplate
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_cupcake332, kitchen, grab_cupcake332, kitchen, cupcakekitchentableplate
in_agentHandsB, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, bookcupcakekitchentableplate
in_agentHandsB, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_fridge149, kitchen, cupcakekitchentableplate
in_agentHandsB, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, putin_cupcake_fridge, kitchen, applecupcakefridgekitchentableplate
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, applecupcakefridgekitchentable
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_wine337, bedroom, walktowards_bedroom185, kitchen, applebookcupcakefridge
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_wine337, bedroom, walktowards_wine337, bedroom, applebookbookcupcakefridgeplate
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_wine337, bedroom, walktowards_wine337, bedroom, applebookbookcupcakefridgeplate
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_wine337, bedroom, walktowards_wine337, bedroom, bookbook
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, bookbook
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, bookbook
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, bookbook
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, bookbook
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, bookbook
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, putin_wine_fridge, kitchen, null, bedroom, bookbook
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, null, bedroom, bookbook
