cupcake0_location, wine0_location, apple0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_cupcake332, kitchen, walktowards_cupcake332, kitchen, applefridge
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_cupcake332, kitchen, grab_cupcake332, kitchen, cupcakekitchentableplate
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, null, kitchen, kitchentableplate
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, null, kitchen, kitchentableplate
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_bedroom185, kitchen, kitchentableplate
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_bedroom185, kitchen, applebookbookcupcakefridgeplate
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, putin_cupcake_fridge, kitchen, walktowards_bedroom185, kitchen, applebookbookfridgeplate
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_wine337, bedroom, applebookbookcupcakefridgeplate
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_wine337, bedroom, bookbook
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_wine337, bedroom, walktowards_wine337, bedroom, None
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_wine337, bedroom, grab_wine337, bedroom, bookcoffeetablejuicepancakepancakepuddingwaterglasswine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookcoffeetablejuicepancakepancakepuddingwaterglasswine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookpuddingwaterglasswine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, wine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookbookwine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, applebookbookcupcakefridgeplatewine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, putin_wine_fridge, kitchen, applebookcupcakefridgewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, bedroom, null, kitchen, applebookcupcakefridgewine
