cupcake0_location, wine0_location, pudding0_location, apple0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, putin_wine_fridge, kitchen, walktowards_dishwasher152, kitchen, applekitchencabinetplate
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, walktowards_cupcake332, kitchen, open_dishwasher152, kitchen, applecoffeepotdishwasherkitchencabinetplatepoundcake
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, OPEN, OFF, walktowards_apple335, kitchen, grab_apple335, kitchen, applecoffeepotdishwasherkitchencabinetplatepoundcake
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, OPEN, OFF, grab_cupcake332, kitchen, grab_apple335, kitchen, applecoffeepotdishwasherkitchencabinetplatepoundcake
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, OPEN, OPEN, OFF, walktowards_fridge149, kitchen, close_dishwasher152, kitchen, applecoffeepotdishwasherkitchencabinetplatepoundcake
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_fridge149, kitchen, applecoffeepotdishwasherkitchencabinetplatepoundcake
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, OPEN, CLOSED, OFF, putin_cupcake_fridge, kitchen, walktowards_fridge149, kitchen, appledishwasherkitchencabinetplatepoundcake
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, applekitchencabinetkitchentable
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, applekitchentableplate
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, applecupcakekitchentableplatepuddingwine
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, putin_apple_fridge, kitchen, applecupcakefridgekitchentableplatepuddingwine
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, null, kitchen, applecupcakefridgekitchentableplatepuddingwine
