cupcake0_location, pancake0_location, poundcake0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_cupcake336, bedroom, walktowards_cupcake336, bedroom, None
INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_cupcake336, bedroom, grab_cupcake336, bedroom, bookcoffeetablecupcakewaterglass
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookcoffeetablecupcakewaterglass
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookcoffeetablecupcakewaterglass
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookcoffeetablecupcakewaterglass
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookcoffeetablecupcakewaterglass
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, cupcake
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookbookcupcake
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, applebookbookcupcakefridgeplate
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, applebookbookcupcakefridgeplate
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_kitchentable123, kitchen, applebookcupcakefridge
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, putback_cupcake_kitchentable, kitchen, applecupcakefridgekitchentablepancake
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, bedroom, null, kitchen, cupcakekitchentablepancakepoundcake
