juice0_location, wine0_location, book0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_livingroom262, kitchen, walktowards_kitchen50, bedroom, coffeetablejuice
INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_livingroom262, kitchen, null, bedroom, coffeetablejuice
INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_livingroom262, kitchen, null, bedroom, coffeetablejuice
INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_livingroom262, kitchen, walktowards_kitchen50, bedroom, coffeetablejuice
INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_livingroom262, kitchen, walktowards_kitchen50, bedroom, coffeetable
INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_livingroom262, kitchen, walktowards_kitchen50, bedroom, None
INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_livingroom262, kitchen, walktowards_kitchen50, bedroom, None
INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_sofa289, livingroom, walktowards_kitchen50, bedroom, fridgeplatewine
INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_sofa289, livingroom, open_fridge149, kitchen, fridgewine
INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, OPEN, CLOSED, OFF, walktowards_sofa289, livingroom, null, kitchen, fridgekitchentablewine
INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, OPEN, CLOSED, OFF, sit_sofa289, livingroom, grab_wine334, kitchen, fridgekitchentablewine
INSIDE_bedroom_ON_coffeetable, in_agentHandsB, in_agentHandsA, OPEN, CLOSED, OFF, walktowards_kitchen50, livingroom, close_fridge149, kitchen, fridgekitchentablewine
INSIDE_bedroom_ON_coffeetable, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_bedroom185, kitchen, fridgekitchentablewine
INSIDE_bedroom_ON_coffeetable, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_bedroom185, kitchen, fridgewine
INSIDE_bedroom_ON_coffeetable, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_bedroom185, livingroom, walktowards_coffeetable221, bedroom, fridgeplatewine
INSIDE_bedroom_ON_coffeetable, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_bedroom185, livingroom, walktowards_coffeetable221, bedroom, wine
INSIDE_bedroom_ON_coffeetable, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_bedroom185, livingroom, walktowards_coffeetable221, bedroom, wine
INSIDE_bedroom_ON_coffeetable, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_bedroom185, livingroom, walktowards_coffeetable221, bedroom, wine
INSIDE_bedroom_ON_coffeetable, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, putback_wine_coffeetable, bedroom, coffeetablejuicewine
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, null, kitchen, null, bedroom, coffeetablejuicewine
