pancake0_location, poundcake0_location, wine0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_bedroom185, kitchen, juicekitchentableplatepudding
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, open_kitchencabinet133, kitchen, walktowards_bedroom185, kitchen, fridgeplateplate
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, grab_wine333, kitchen, walktowards_bedroom185, kitchen, fridgeplate
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, close_kitchencabinet133, kitchen, walktowards_poundcake336, bedroom, fridgeplate
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_poundcake336, bedroom, None
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_poundcake336, bedroom, None
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, grab_poundcake336, bedroom, coffeetablepoundcakewaterglass
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_kitchen50, bedroom, coffeetablepoundcakewaterglass
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, open_fridge149, kitchen, walktowards_kitchen50, bedroom, coffeetablepoundcakewaterglass
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, in_agentHandsA, OPEN, CLOSED, OFF, putin_wine_fridge, kitchen, walktowards_kitchen50, bedroom, coffeetablepoundcake
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchen50, bedroom, poundcake
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchen50, bedroom, poundcake
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchen50, bedroom, fridgeplatepoundcakewine
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, putin_poundcake_fridge, kitchen, fridgepoundcakewine
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_cabinet222, bedroom, walktowards_bedroom185, kitchen, fridgepoundcakewine
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_cabinet222, bedroom, walktowards_cabinet222, bedroom, fridgeplatepoundcakewine
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_cabinet222, bedroom, walktowards_cabinet222, bedroom, plateplate
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, open_cabinet222, bedroom, open_cabinet222, bedroom, cabinetpancakeplateplatepudding
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_pancake335, bedroom, grab_pancake335, bedroom, cabinetpancakeplateplatepudding
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, close_cabinet222, bedroom, null, bedroom, cabinetplateplatepudding
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, cabinetplateplatepudding
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, cabinetplateplatepudding
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, cabinetplateplatepudding
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, putin_pancake_fridge, kitchen, null, bedroom, cabinetplateplatepudding
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, null, bedroom, cabinetplateplatepudding
