juice0_location, wine0_location, pudding0_location, book0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_kitchen50, bedroom, plateplate
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_kitchen50, bedroom, fridgeplate
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, fridgeplate
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, in_agentHandsA, CLOSED, CLOSED, OFF, open_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, fridge
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, in_agentHandsA, CLOSED, CLOSED, OFF, open_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, fridgekitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, in_agentHandsA, CLOSED, OPEN, OFF, grab_wine334, kitchen, walktowards_juice333, kitchen, fridgekitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, grab_juice333, kitchen, walktowards_juice333, kitchen, kitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, grab_juice333, kitchen, walktowards_juice333, kitchen, kitchencabinetkitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, grab_juice333, kitchen, null, kitchen, kitchencabinetkitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, null, kitchen, null, kitchen, kitchencabinetkitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, null, kitchen, kitchencabinetkitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, null, kitchen, kitchencabinetkitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, null, kitchen, kitchencabinetkitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, null, kitchen, kitchencabinetkitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, walktowards_bedroom185, kitchen, kitchencabinetkitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, walktowards_bedroom185, kitchen, kitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, grab_juice333, kitchen, walktowards_bedroom185, kitchen, fridgekitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, grab_juice333, kitchen, null, kitchen, fridge
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, null, kitchen, fridge
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, null, kitchen, fridge
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, null, kitchen, null, kitchen, fridge
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, walktowards_juice333, kitchen, fridge
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, walktowards_juice333, kitchen, fridgekitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, walktowards_juice333, kitchen, kitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, walktowards_juice333, kitchen, kitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, grab_juice333, kitchen, grab_juice333, kitchen, bookdishwasherjuicekitchencabinetplatewine
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, grab_juice333, kitchen, grab_juice333, kitchen, bookdishwasherjuicekitchencabinetplatewine
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, OPEN, OFF, null, kitchen, close_dishwasher152, kitchen, bookcoffeepotdishwasherjuicekitchencabinetplatewine
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, CLOSED, OFF, null, kitchen, walktowards_bedroom185, kitchen, bookcoffeepotdishwasherjuicekitchencabinetplatewine
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, CLOSED, OFF, null, kitchen, walktowards_bedroom185, kitchen, bookdishwasherjuicekitchencabinetplatewine
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, CLOSED, OFF, null, kitchen, walktowards_bedroom185, kitchen, bookjuicekitchencabinetkitchentablewine
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, juicekitchentableplatepoundcake
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, juicekitchentableplatepoundcake
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, fridgejuiceplatepoundcake
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, fridgejuice
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_coffeetable221, bedroom, fridgejuiceplate
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_coffeetable221, bedroom, juiceplate
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_n, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_coffeetable221, bedroom, juice
in_agentHandsB, INSIDE_bedroom_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_n, CLOSED, CLOSED, OFF, walktowards_cabinet222, bedroom, walktowards_coffeetable221, bedroom, juice
in_agentHandsB, INSIDE_bedroom_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_n, CLOSED, CLOSED, OFF, walktowards_coffeetable221, bedroom, putback_juice_coffeetable, bedroom, coffeetablejuice
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_n, CLOSED, CLOSED, OFF, walktowards_coffeetable221, bedroom, walktowards_cabinet222, bedroom, coffeetablejuicewine
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_n, CLOSED, CLOSED, OFF, walktowards_coffeetable221, bedroom, null, bedroom, applebookcabinetjuicepuddingwine
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_INSIDE_dishwasher, INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_n, CLOSED, CLOSED, OFF, putback_wine_coffeetable, bedroom, null, bedroom, applebookcabinetjuicepuddingwine
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_INSIDE_cabinet, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_cabinet222, bedroom, open_cabinet222, bedroom, applebookcabinetjuicepudding
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_INSIDE_cabinet, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_pudding335, bedroom, grab_pudding335, bedroom, applecabinetplateplatepudding
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, null, bedroom, close_cabinet222, bedroom, applecabinetplateplatepudding
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, null, bedroom, walktowards_coffeetable221, bedroom, applecabinetplateplatepudding
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, null, bedroom, walktowards_coffeetable221, bedroom, applecabinetpudding
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, null, bedroom, putback_pudding_coffeetable, bedroom, coffeetablejuicepuddingwine
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_ON_coffeetable, in_agentHandsA, CLOSED, CLOSED, OFF, null, bedroom, null, bedroom, coffeetablejuicepuddingwine
