pancake0_location, poundcake0_location, wine0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_bedroom185, kitchen, juicekitchentableplateplate
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_bedroom185, kitchen, bookbookfridgeplate
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_bedroom185, kitchen, bookbookfridgeplate
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, open_kitchencabinet133, kitchen, walktowards_poundcake336, bedroom, bookbookfridge
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, close_kitchencabinet133, kitchen, walktowards_cabinet222, bedroom, bookbook
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_cabinet222, bedroom, bookbookplateplate
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, open_cabinet222, bedroom, bookbookcabinetpancakeplateplatepudding
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, grab_pancake335, bedroom, bookbookcabinetpancakeplateplatepudding
in_agentHandsB, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, close_cabinet222, bedroom, bookbookcabinetpancakeplateplatepudding
in_agentHandsB, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchen50, bedroom, bookbookcabinetpancakeplateplatepudding
in_agentHandsB, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchen50, bedroom, bookbookpancakeplateplate
in_agentHandsB, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookbookfridgepancakeplate
in_agentHandsB, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, open_fridge149, kitchen, bookbookfridgepancakeplate
in_agentHandsB, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, OPEN, CLOSED, OFF, null, kitchen, putin_pancake_fridge, kitchen, fridgekitchentablepancake
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchencabinet133, kitchen, fridgekitchentablepancake
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, OPEN, CLOSED, OFF, walktowards_poundcake336, bedroom, walktowards_kitchencabinet133, kitchen, juicekitchentableplatepudding
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, OPEN, CLOSED, OFF, walktowards_poundcake336, bedroom, open_kitchencabinet133, kitchen, kitchencabinetwine
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_kitchencabinet, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, grab_wine333, kitchen, coffeepotdishwasherkitchencabinetplatewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, close_kitchencabinet133, kitchen, coffeepotdishwasherkitchencabinetplatewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_fridge149, kitchen, coffeepotdishwasherkitchencabinetplatewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, dishwasherkitchencabinetplatewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, kitchentablewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, juicekitchentablepancakeplatepuddingwine
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, putin_wine_fridge, kitchen, fridgekitchentablepancakewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_poundcake336, bedroom, walktowards_bedroom185, kitchen, fridgekitchentablepancakewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_poundcake336, bedroom, walktowards_bedroom185, kitchen, bookfridgepancakewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_poundcake336, bedroom, walktowards_poundcake336, bedroom, bookbookfridgepancakeplatewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_poundcake336, bedroom, walktowards_poundcake336, bedroom, bookbookfridgepancakeplatewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_poundcake336, bedroom, walktowards_poundcake336, bedroom, bookbook
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_poundcake336, bedroom, walktowards_poundcake336, bedroom, None
INSIDE_kitchen_INSIDE_fridge, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_poundcake336, bedroom, grab_poundcake336, bedroom, bookcoffeetablepoundcakewaterglass
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, bookcoffeetablewaterglass
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, bookcoffeetablewaterglass
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, bookcoffeetablewaterglass
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, bookcoffeetablewaterglass
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, bookcoffeetablewaterglass
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, putin_poundcake_fridge, kitchen, null, bedroom, bookcoffeetablewaterglass
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, null, bedroom, bookcoffeetablewaterglass
