cupcake0_location, juice0_location, poundcake0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, OPEN, OFF, grab_poundcake334, kitchen, grab_juice333, kitchen, fridgejuicekitchentablewine
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsB, in_agentHandsA, OPEN, OPEN, OFF, close_dishwasher152, kitchen, putback_juice_kitchentable, kitchen, fridgejuicekitchentablewine
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_ON_kitchentable, in_agentHandsA, OPEN, CLOSED, OFF, walktowards_kitchentable123, kitchen, null, kitchen, juicekitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_ON_kitchentable, in_agentHandsA, OPEN, CLOSED, OFF, walktowards_kitchentable123, kitchen, null, kitchen, juicekitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_ON_kitchentable, in_agentHandsA, OPEN, CLOSED, OFF, putback_poundcake_kitchentable, kitchen, null, kitchen, juicekitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, juicekitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, juicekitchentablepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, juicekitchentablepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, juicekitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, open_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, None
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, OPEN, OFF, grab_cupcake332, kitchen, walktowards_cupcake332, kitchen, None
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, OPEN, OFF, grab_cupcake332, kitchen, walktowards_cupcake332, kitchen, kitchentable
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, OPEN, OFF, close_dishwasher152, kitchen, null, kitchen, kitchentable
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_kitchentable123, kitchen, null, kitchen, kitchentable
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_kitchentable123, kitchen, null, kitchen, kitchentable
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, putback_cupcake_kitchentable, kitchen, null, kitchen, kitchentable
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, kitchen, null, kitchen, kitchentable
